"species","genus","family","garden"
"Gesneria ventricosa","Gesneria","Gesneriaceae","ge"
"Acaena myriophylla","Acaena","Rosaceae","ge"
"Prunus prostrata","Prunus","Rosaceae","ge"
"Pieris formosa","Pieris","Ericaceae","ge"
"Capsicum frutescens","Capsicum","Solanaceae","ge"
"Calluna vulgaris","Calluna","Ericaceae","ge"
"Papaver cambricum","Papaver","Papaveraceae","ge"
"Daphne tangutica","Daphne","Thymelaeaceae","ge"
"Gladiolus italicus","Gladiolus","Iridaceae","ge"
"Allium prattii","Allium","Amaryllidaceae","ge"
"Dianthus anatolicus","Dianthus","Caryophyllaceae","ge"
"Phyteuma betonicifolium","Phyteuma","Campanulaceae","ge"
"Edraianthus parnassicus","Edraianthus","Campanulaceae","ge"
"Dracocephalum renati","Dracocephalum","Lamiaceae","ge"
"Geum quellyon","Geum","Rosaceae","ge"
"Melittis melissophyllum","Melittis","Lamiaceae","ge"
"Draba magellanica","Draba","Brassicaceae","ge"
"Achillea setacea","Achillea","Asteraceae","ge"
"Polygonum viviparum","Polygonum","Polygonaceae","ge"
"Sedum cepaea","Sedum","Crassulaceae","ge"
"Sedum anopetalum","Sedum","Crassulaceae","ge"
"Sedum caucasicum","Sedum","Crassulaceae","ge"
"Silene flos-jovis","Silene","Caryophyllaceae","ge"
"Sedum amplexicaule","Sedum","Crassulaceae","ge"
"Silene noctiflora","Silene","Caryophyllaceae","ge"
"Sedum middendorffianum","Sedum","Crassulaceae","ge"
"Spergularia segetalis","Spergularia","Caryophyllaceae","ge"
"Sedum glaucophyllum","Sedum","Crassulaceae","ge"
"Sedum moranense","Sedum","Crassulaceae","ge"
"Sedum dasyphyllum","Sedum","Crassulaceae","ge"
"Sedum hispanicum","Sedum","Crassulaceae","ge"
"Sedum kamtschaticum","Sedum","Crassulaceae","ge"
"Sedum multiceps","Sedum","Crassulaceae","ge"
"Sedum middendorffianum","Sedum","Crassulaceae","ge"
"Sedum obtusifolium","Sedum","Crassulaceae","ge"
"Nageia nagi","Nageia","Podocarpaceae","ge"
"Cupressus funebris","Cupressus","Cupressaceae","ge"
"Salvia lavandulifolia","Salvia","Lamiaceae","ge"
"Sedum selskianum","Sedum","Crassulaceae","ge"
"Trichostigma peruvianum","Trichostigma","Petiveriaceae","ge"
"Begonia NA","Begonia","Begoniaceae","ge"
"Euphorbia aeruginosa","Euphorbia","Euphorbiaceae","ge"
"Aechmea aquilega","Aechmea","Bromeliaceae","ge"
"Chamaedorea ernesti-augusti","Chamaedorea","Arecaceae","ge"
"Musella lasiocarpa","Musella","Musaceae","ge"
"×Laeliocattleya NA","×Laeliocattleya","Orchidaceae","ge"
"Heliconia angusta","Heliconia","Heliconiaceae","ge"
"Iris spuria","Iris","Iridaceae","ge"
"Senecio rowleyanus","Senecio","Asteraceae","ge"
"Angraecum eburneum","Angraecum","Orchidaceae","ge"
"Mauritia flexuosa","Mauritia","Arecaceae","ge"
"Lewisia cotyledon","Lewisia","Montiaceae","ge"
"Ramonda myconi","Ramonda","Gesneriaceae","ge"
"Prunus serrulata","Prunus","Rosaceae","ge"
"Aechmea dichlamydea","Aechmea","Bromeliaceae","ge"
"Cornus kousa","Cornus","Cornaceae","ge"
"Acer palmatum","Acer","Sapindaceae","ge"
"Acer japonicum","Acer","Sapindaceae","ge"
"Acer palmatum","Acer","Sapindaceae","ge"
"Acer palmatum","Acer","Sapindaceae","ge"
"Acer shirasawanum","Acer","Sapindaceae","ge"
"Sedum telephium","Sedum","Crassulaceae","ge"
"Acer japonicum","Acer","Sapindaceae","ge"
"Amorphophallus titanum","Amorphophallus","Araceae","ge"
"Begonia sizemoreae","Begonia","Begoniaceae","ge"
"Armeria canescens","Armeria","Plumbaginaceae","ge"
"Arenaria bertolonii","Arenaria","Caryophyllaceae","ge"
"Rhamnus saxatilis","Rhamnus","Rhamnaceae","ge"
"Crinum asiaticum","Crinum","Amaryllidaceae","ge"
"Staehelina dubia","Staehelina","Asteraceae","ge"
"Serratula radiata","Serratula","Asteraceae","ge"
"Potentilla astracanica","Potentilla","Rosaceae","ge"
"Serratula lycopifolia","Serratula","Asteraceae","ge"
"Veronica barrelieri","Veronica","Plantaginaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Cornus amomum","Cornus","Cornaceae","ge"
"Capsicum nigrum","Capsicum","Solanaceae","ge"
"Lomelosia isetensis","Lomelosia","Caprifoliaceae","ge"
"Paeonia officinalis","Paeonia","Paeoniaceae","ge"
"Primula vialii","Primula","Primulaceae","ge"
"Peucedanum schottii","Peucedanum","Apiaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Anthyllis vulneraria","Anthyllis","Fabaceae","ge"
"Polemonium caeruleum","Polemonium","Polemoniaceae","ge"
"Welwitschia mirabilis","Welwitschia","Welwitschiaceae","ge"
"Echium decaisnei","Echium","Boraginaceae","ge"
"Euphorbia balsamifera","Euphorbia","Euphorbiaceae","ge"
"Seemannia nematanthodes","Seemannia","Gesneriaceae","ge"
"Raphia hookeri","Raphia","Arecaceae","ge"
"Lepismium houlletianum","Lepismium","Cactaceae","ge"
"Salvia sclarea","Salvia","Lamiaceae","ge"
"Rhipsalis sulcata","Rhipsalis","Cactaceae","ge"
"Rhipsalis NA","Rhipsalis","Cactaceae","ge"
"Hypericum perforatum","Hypericum","Hypericaceae","ge"
"Helichrysum italicum","Helichrysum","Asteraceae","ge"
"Lilium distichum","Lilium","Liliaceae","ge"
"Helleborus orientalis","Helleborus","Ranunculaceae","ge"
"Viola pyrenaica","Viola","Violaceae","ge"
"Iris spuria","Iris","Iridaceae","ge"
"Astragalus leontinus","Astragalus","Fabaceae","ge"
"Juncus arcticus","Juncus","Juncaceae","ge"
"Limonium gymnesicum","Limonium","Plumbaginaceae","ge"
"Euphorbia characias","Euphorbia","Euphorbiaceae","ge"
"Armeria pubinervis","Armeria","Plumbaginaceae","ge"
"Lavandula stoechas","Lavandula","Lamiaceae","ge"
"Aquilegia pyrenaica","Aquilegia","Ranunculaceae","ge"
"Betula nana","Betula","Betulaceae","ge"
"Angraecum sesquipedale","Angraecum","Orchidaceae","ge"
"Acer sempervirens","Acer","Sapindaceae","ge"
"Aglaomorpha heraclea","Aglaomorpha","Polypodiaceae","ge"
"Cyathea dregei","Cyathea","Cyatheaceae","ge"
"Chaerophyllum temulum","Chaerophyllum","Apiaceae","ge"
"Lagenaria siceraria","Lagenaria","Cucurbitaceae","ge"
"Allium schubertii","Allium","Amaryllidaceae","ge"
"Hibiscus grandidieri","Hibiscus","Malvaceae","ge"
"Cucumis anguria","Cucumis","Cucurbitaceae","ge"
"Cucurbita ficifolia","Cucurbita","Cucurbitaceae","ge"
"Browallia americana","Browallia","Solanaceae","ge"
"Acer japonicum","Acer","Sapindaceae","ge"
"Lagenaria siceraria","Lagenaria","Cucurbitaceae","ge"
"Lagenaria siceraria","Lagenaria","Cucurbitaceae","ge"
"Acer palmatum","Acer","Sapindaceae","ge"
"Acer palmatum","Acer","Sapindaceae","ge"
"Acer palmatum","Acer","Sapindaceae","ge"
"Juniperus ×pfitzeriana","Juniperus","Cupressaceae","ge"
"Citrus limon","Citrus","Rutaceae","ge"
"Aloe vera","Aloe","Asphodelaceae","ge"
"Podranea ricasoliana","Podranea","Bignoniaceae","ge"
"Rosa canina","Rosa","Rosaceae","ge"
"Rubus caesius","Rubus","Rosaceae","ge"
"Petrocallis pyrenaica","Petrocallis","Brassicaceae","ge"
"Cochlearia pyrenaica","Cochlearia","Brassicaceae","ge"
"Allium vodopjanovae","Allium","Amaryllidaceae","ge"
"Cucurbita pepo","Cucurbita","Cucurbitaceae","ge"
"Capsicum nigrum","Capsicum","Solanaceae","ge"
"Peperomia caperata","Peperomia","Piperaceae","ge"
"Peperomia incana","Peperomia","Piperaceae","ge"
"Calathea bella","Calathea","Marantaceae","ge"
"Canistrum fragrans","Canistrum","Bromeliaceae","ge"
"Arisarum simorrhinum","Arisarum","Araceae","ge"
"Banksia serrata","Banksia","Proteaceae","ge"
"Aframomum melegueta","Aframomum","Zingiberaceae","ge"
"Melocactus ernestii","Melocactus","Cactaceae","ge"
"Melocactus bahiensis","Melocactus","Cactaceae","ge"
"Sarcopoterium spinosum","Sarcopoterium","Rosaceae","ge"
"Edgeworthia papyrifera","Edgeworthia","Thymelaeaceae","ge"
"Iris pallasii","Iris","Iridaceae","ge"
"Triglochin palustris","Triglochin","Juncaginaceae","ge"
"Primula farinosa","Primula","Primulaceae","ge"
"Betula pendula","Betula","Betulaceae","ge"
"Asphodeline taurica","Asphodeline","Asphodelaceae","ge"
"Myosurus minimus","Myosurus","Ranunculaceae","ge"
"Eryngium bourgatii","Eryngium","Apiaceae","ge"
"Chaerophyllum hirsutum","Chaerophyllum","Apiaceae","ge"
"Anthriscus sylvestris","Anthriscus","Apiaceae","ge"
"Carex heleonastes","Carex","Cyperaceae","ge"
"Citrus natsudaidai","Citrus","Rutaceae","ge"
"Neatostema apulum","Neatostema","Boraginaceae","ge"
"Silene swertiifolia","Silene","Caryophyllaceae","ge"
"Daboecia cantabrica","Daboecia","Ericaceae","ge"
"Chamaecostus cuspidatus","Chamaecostus","Costaceae","ge"
"Penstemon digitalis","Penstemon","Plantaginaceae","ge"
"Centaurea scabiosa","Centaurea","Asteraceae","ge"
"Gasteria huttoniae","Gasteria","Asphodelaceae","ge"
"Dianthus superbus","Dianthus","Caryophyllaceae","ge"
"Jubaea chilensis","Jubaea","Arecaceae","ge"
"Iris pallasii","Iris","Iridaceae","ge"
"Achimenes grandiflora","Achimenes","Gesneriaceae","ge"
"Luffa aegyptiaca","Luffa","Cucurbitaceae","ge"
"Santolina africana","Santolina","Asteraceae","ge"
"Ziziphora hispanica","Ziziphora","Lamiaceae","ge"
"Centaurea acaulis","Centaurea","Asteraceae","ge"
"Carthamus reboudianus","Carthamus","Asteraceae","ge"
"Papaver alpinum","Papaver","Papaveraceae","ge"
"Codonanthe crassifolia","Codonanthe","Gesneriaceae","ge"
"Centaurea NA","Centaurea","Asteraceae","ge"
"Sedum NA","Sedum","Crassulaceae","ge"
"Reseda lutea","Reseda","Resedaceae","ge"
"Asphodelus NA","Asphodelus","Asphodelaceae","ge"
"Plantago albicans","Plantago","Plantaginaceae","ge"
"Carthamus caeruleus","Carthamus","Asteraceae","ge"
"Scabiosa columbaria","Scabiosa","Caprifoliaceae","ge"
"Leontodon hispanicus","Leontodon","Asteraceae","ge"
"Sedum dasyphyllum","Sedum","Crassulaceae","ge"
"Allium nigrum","Allium","Amaryllidaceae","ge"
"Moricandia suffruticosa","Moricandia","Brassicaceae","ge"
"Musa basjoo","Musa","Musaceae","ge"
"Dovyalis caffra","Dovyalis","Salicaceae","ge"
"Remusatia vivipara","Remusatia","Araceae","ge"
"Musella lasiocarpa","Musella","Musaceae","ge"
"Acca sellowiana","Acca","Myrtaceae","ge"
"Pelargonium papilionaceum","Pelargonium","Geraniaceae","ge"
"Annona cherimola","Annona","Annonaceae","ge"
"Aframomum chrysanthum","Aframomum","Zingiberaceae","ge"
"Brunfelsia pauciflora","Brunfelsia","Solanaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Nematanthus sericeus","Nematanthus","Gesneriaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Onosma helvetica","Onosma","Boraginaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Pinguicula agnata","Pinguicula","Lentibulariaceae","ge"
"Artemisia vallesiaca","Artemisia","Asteraceae","ge"
"Poa glauca","Poa","Poaceae","ge"
"Nothoscordum gracile","Nothoscordum","Amaryllidaceae","ge"
"Anemone multifida","Anemone","Ranunculaceae","ge"
"Sedum pachyphyllum","Sedum","Crassulaceae","ge"
"Sedum urvillei","Sedum","Crassulaceae","ge"
"Sedum moranense","Sedum","Crassulaceae","ge"
"Stapelia similis","Stapelia","Apocynaceae","ge"
"Pelargonium worcesterae","Pelargonium","Geraniaceae","ge"
"Hieracium velutinum","Hieracium","Asteraceae","ge"
"Aloe tomentosa","Aloe","Asphodelaceae","ge"
"Anthyllis vulneraria","Anthyllis","Fabaceae","ge"
"Puya chilensis","Puya","Bromeliaceae","ge"
"Murraya koenigii","Murraya","Rutaceae","ge"
"Typhonium venosum","Typhonium","Araceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Begonia mollicaulis","Begonia","Begoniaceae","ge"
"Viola hederacea","Viola","Violaceae","ge"
"Hibiscus schizopetalus","Hibiscus","Malvaceae","ge"
"Kohleria warscewiczii","Kohleria","Gesneriaceae","ge"
"Gentiana asclepiadea","Gentiana","Gentianaceae","ge"
"Aloe vera","Aloe","Asphodelaceae","ge"
"Trichostigma peruvianum","Trichostigma","Petiveriaceae","ge"
"Cichorium intybus","Cichorium","Asteraceae","ge"
"Begonia ×ricinifolia","Begonia","Begoniaceae","ge"
"Gloxinia perennis","Gloxinia","Gesneriaceae","ge"
"Salvia sclarea","Salvia","Lamiaceae","ge"
"Foeniculum vulgare","Foeniculum","Apiaceae","ge"
"Begonia NA","Begonia","Begoniaceae","ge"
"Iris foetidissima","Iris","Iridaceae","ge"
"Urtica dioica","Urtica","Urticaceae","ge"
"Humulus lupulus","Humulus","Cannabaceae","ge"
"Foeniculum vulgare","Foeniculum","Apiaceae","ge"
"Iris graminea","Iris","Iridaceae","ge"
"Hoffmannia ghiesbreghtii","Hoffmannia","Rubiaceae","ge"
"Lapageria rosea","Lapageria","Philesiaceae","ge"
"Astrodaucus orientalis","Astrodaucus","Apiaceae","ge"
"Medinilla succulenta","Medinilla","Melastomataceae","ge"
"Pelargonium NA","Pelargonium","Geraniaceae","ge"
"Hemigraphis alternata","Hemigraphis","Acanthaceae","ge"
"Achimenes erecta","Achimenes","Gesneriaceae","ge"
"Peperomia tithymaloides","Peperomia","Piperaceae","ge"
"Peperomia verticillata","Peperomia","Piperaceae","ge"
"Nelumbo nucifera","Nelumbo","Nelumbonaceae","ge"
"Honckenya peploides","Honckenya","Caryophyllaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Capsicum chinense","Capsicum","Solanaceae","ge"
"Cucurbita ficifolia","Cucurbita","Cucurbitaceae","ge"
"Capsicum chinense","Capsicum","Solanaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Capsicum chinense","Capsicum","Solanaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Capsicum annuum","Capsicum","Solanaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Aeschynanthus speciosus","Aeschynanthus","Gesneriaceae","ge"
"Nepenthes ×sp.","Nepenthes","Nepenthaceae","ge"
"Nepenthes ×sp.","Nepenthes","Nepenthaceae","ge"
"Nepenthes mirabilis","Nepenthes","Nepenthaceae","ge"
"Nepenthes mirabilis","Nepenthes","Nepenthaceae","ge"
"Nepenthes mirabilis","Nepenthes","Nepenthaceae","ge"
"Nepenthes maxima","Nepenthes","Nepenthaceae","ge"
"Nepenthes mirabilis","Nepenthes","Nepenthaceae","ge"
"Nepenthes mirabilis","Nepenthes","Nepenthaceae","ge"
"Nepenthes maxima","Nepenthes","Nepenthaceae","ge"
"Saxifraga pensylvanica","Saxifraga","Saxifragaceae","ge"
"Scabiosa cinerea","Scabiosa","Caprifoliaceae","ge"
"Senecio macrocephalus","Senecio","Asteraceae","ge"
"Myrrhis odorata","Myrrhis","Apiaceae","ge"
"Lonicera nigra","Lonicera","Caprifoliaceae","ge"
"Sedum aizoon","Sedum","Crassulaceae","ge"
"Rhododendron rigidum","Rhododendron","Ericaceae","ge"
"Dactylorhiza maculata","Dactylorhiza","Orchidaceae","ge"
"Dictamnus albus","Dictamnus","Rutaceae","ge"
"Gentiana asclepiadea","Gentiana","Gentianaceae","ge"
"Chimonanthus praecox","Chimonanthus","Calycanthaceae","ge"
"Cucumis sativus","Cucumis","Cucurbitaceae","ge"
"Saxifraga aizoides","Saxifraga","Saxifragaceae","ge"
"Prunus padus","Prunus","Rosaceae","ge"
"Kroenleinia grusonii","Kroenleinia","Cactaceae","ge"
"Codonanthe gracilis","Codonanthe","Gesneriaceae","ge"
"Brunnera macrophylla","Brunnera","Boraginaceae","ge"
"Clematis hexapetala","Clematis","Ranunculaceae","ge"
"Dianthus armeria","Dianthus","Caryophyllaceae","ge"
"Cleistocactus NA","Cleistocactus","Cactaceae","ge"
"Aeonium castello-paivae","Aeonium","Crassulaceae","ge"
"Haemanthus puniceus","Haemanthus","Amaryllidaceae","ge"
"Pachypodium geayi","Pachypodium","Apocynaceae","ge"
"Echinopsis chiloensis","Echinopsis","Cactaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Clematis montana","Clematis","Ranunculaceae","ge"
"Stapelia schinzii","Stapelia","Apocynaceae","ge"
"Rodgersia podophylla","Rodgersia","Saxifragaceae","ge"
"Panicum virgatum","Panicum","Poaceae","ge"
"Rosa banksiae","Rosa","Rosaceae","ge"
"Allium macleanii","Allium","Amaryllidaceae","ge"
"Cyclamen hederifolium","Cyclamen","Primulaceae","ge"
"Codonanthopsis uleana","Codonanthopsis","Gesneriaceae","ge"
"Citrus junos","Citrus","Rutaceae","ge"
"Aloe ×delaetii","Aloe","Asphodelaceae","ge"
"Aechmea aquilega","Aechmea","Bromeliaceae","ge"
"Euphorbia horrida","Euphorbia","Euphorbiaceae","ge"
"Aloe jucunda","Aloe","Asphodelaceae","ge"
"Echium wildpretii","Echium","Boraginaceae","ge"
"Aeonium percarneum","Aeonium","Crassulaceae","ge"
"Kennedia coccinea","Kennedia","Fabaceae","ge"
"Solanum quitoense","Solanum","Solanaceae","ge"
"Citrus limon","Citrus","Rutaceae","ge"
"Aeonium percarneum","Aeonium","Crassulaceae","ge"
"Bauhinia yunnanensis","Bauhinia","Fabaceae","ge"
"Aechmea distichantha","Aechmea","Bromeliaceae","ge"
"Bulbine semibarbata","Bulbine","Asphodelaceae","ge"
"Aloe NA","Aloe","Asphodelaceae","ge"
"Yucca de-smetiana","Yucca","Asparagaceae","ge"
"Aeonium undulatum","Aeonium","Crassulaceae","ge"
"Aloe arborescens","Aloe","Asphodelaceae","ge"
"Agave victoriae-reginae","Agave","Asparagaceae","ge"
"Euphorbia balsamifera","Euphorbia","Euphorbiaceae","ge"
"Aloe lineata","Aloe","Asphodelaceae","ge"
"Euphorbia milii","Euphorbia","Euphorbiaceae","ge"
"Cupressus bakeri","Cupressus","Cupressaceae","ge"
"Agave parryi","Agave","Asparagaceae","ge"
"Agave filifera","Agave","Asparagaceae","ge"
"Agave parryi","Agave","Asparagaceae","ge"
"Asphodelus fistulosus","Asphodelus","Asphodelaceae","ge"
"Puya chilensis","Puya","Bromeliaceae","ge"
"Morinda citrifolia","Morinda","Rubiaceae","ge"
"Pinus tabuliformis","Pinus","Pinaceae","ge"
"Acer davidii","Acer","Sapindaceae","ge"
"Oxypetalum coeruleum","Oxypetalum","Apocynaceae","ge"
"Laelia anceps","Laelia","Orchidaceae","ge"
"Bulbine annua","Bulbine","Asphodelaceae","ge"
"Agave bracteosa","Agave","Asparagaceae","ge"
"Asphodelus fistulosus","Asphodelus","Asphodelaceae","ge"
"Laelia anceps","Laelia","Orchidaceae","ge"
"Agave striata","Agave","Asparagaceae","ge"
"Laelia anceps","Laelia","Orchidaceae","ge"
"Aloe ciliaris","Aloe","Asphodelaceae","ge"
"Jovibarba arenaria","Jovibarba","Crassulaceae","ge"
"Echium decaisnei","Echium","Boraginaceae","ge"
"Acer sempervirens","Acer","Sapindaceae","ge"
"Drymonia serrulata","Drymonia","Gesneriaceae","ge"
"Echium hierrense","Echium","Boraginaceae","ge"
"Pinus canariensis","Pinus","Pinaceae","ge"
"Gonospermum ferulaceum","Gonospermum","Asteraceae","ge"
"Cyrtomium fortunei","Cyrtomium","Dryopteridaceae","ge"
"Scrophularia nodosa","Scrophularia","Scrophulariaceae","ge"
"Echium nervosum","Echium","Boraginaceae","ge"
"Aechmea paniculigera","Aechmea","Bromeliaceae","ge"
"Ballota nigra","Ballota","Lamiaceae","ge"
"Chamaedorea radicalis","Chamaedorea","Arecaceae","ge"
"Aechmea mcvaughii","Aechmea","Bromeliaceae","ge"
"Peperomia bicolor","Peperomia","Piperaceae","ge"
"Billbergia macrolepis","Billbergia","Bromeliaceae","ge"
"Begonia grandis","Begonia","Begoniaceae","ge"
"Carex morrowii","Carex","Cyperaceae","ge"
"Chlorophytum madagascariense","Chlorophytum","Asparagaceae","ge"
"Dryopteris filix-mas","Dryopteris","Dryopteridaceae","ge"
"Hosta NA","Hosta","Asparagaceae","ge"
"Origanum vulgare","Origanum","Lamiaceae","ge"
"Phygelius ×rectus","Phygelius","Scrophulariaceae","ge"
"Hosta NA","Hosta","Asparagaceae","ge"
"Artemisia absinthium","Artemisia","Asteraceae","ge"
"Armeria maritima","Armeria","Plumbaginaceae","ge"
"Carex morrowii","Carex","Cyperaceae","ge"
"Liriope muscari","Liriope","Asparagaceae","ge"
"Nepeta ×faasenii","Nepeta","Lamiaceae","ge"
"Buphthalmum salicifolium","Buphthalmum","Asteraceae","ge"
"Miscanthus sinensis","Miscanthus","Poaceae","ge"
"Salvia nemorosa","Salvia","Lamiaceae","ge"
"Hosta NA","Hosta","Asparagaceae","ge"
"Salvia hispanica","Salvia","Lamiaceae","ge"
"Rodgersia pinnata","Rodgersia","Saxifragaceae","ge"
"Hosta NA","Hosta","Asparagaceae","ge"
"Sambucus nigra","Sambucus","Viburnaceae","ge"
"Sambucus nigra","Sambucus","Viburnaceae","ge"
"Sedum telephium","Sedum","Crassulaceae","ge"
"Lysimachia nummularia","Lysimachia","Primulaceae","ge"
"Rhodiola pachyclados","Rhodiola","Crassulaceae","ge"
"Blechnum gibbum","Blechnum","Blechnaceae","ge"
"Setiechinopsis mirabilis","Setiechinopsis","Cactaceae","ge"
"Dianthus gratianopolitanus","Dianthus","Caryophyllaceae","ge"
"Drosera aliciae","Drosera","Droseraceae","ge"
"Verbascum bombyciferum","Verbascum","Scrophulariaceae","ge"
"Hypericum balearicum","Hypericum","Hypericaceae","ge"
"Dicksonia antarctica","Dicksonia","Dicksoniaceae","ge"
"Kalanchoe beharensis","Kalanchoe","Crassulaceae","ge"
"Cleistocactus straussii","Cleistocactus","Cactaceae","ge"
"Drosera capensis","Drosera","Droseraceae","ge"
